date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:49	41160/41160	---M--	200	added ('OK')	image/webp	etag:%229757a8a9abaedb1:0%22	https://camerasaigon24h.com/assets/slide/ima/lap-camera-tron-bo-gia-re-index.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/assets/slide/ima/lap-camera-tron-bo-gia-re-index.webp	(from https://camerasaigon24h.com/)
21:17:51	37440/37440	---M--	200	added ('OK')	image/webp	etag:%225e77afa9abaedb1:0%22	https://camerasaigon24h.com/assets/slide/ima/thiet-bi-mang-gia-re-chinh-hang-index.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/assets/slide/ima/thiet-bi-mang-gia-re-chinh-hang-index.webp	(from https://camerasaigon24h.com/)
21:17:51	39184/39184	---M--	200	added ('OK')	image/webp	etag:%221b19ada9abaedb1:0%22	https://camerasaigon24h.com/assets/slide/ima/may-cham-cong-gia-re-index.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/assets/slide/ima/may-cham-cong-gia-re-index.webp	(from https://camerasaigon24h.com/)
21:17:51	148970/148970	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:18%20GMT	https://camerasaigon24h.com/phan-mem-quan-ly-dong-goi-voi-camera-soi-ma-van-don.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/phan-mem-quan-ly-dong-goi-voi-camera-soi-ma-van-don.html	(from https://camerasaigon24h.com/)
21:17:52	10396/10396	---M--	200	added ('OK')	image/webp	etag:%22eb21e2dfe48bdb1:0%22	https://camerasaigon24h.com/thumspindex/slide/camera-soi-ma-van-don-co-phan-mem-quan-ly.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/slide/camera-soi-ma-van-don-co-phan-mem-quan-ly.webp	(from https://camerasaigon24h.com/)
21:17:53	148950/148950	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:20%20GMT	https://camerasaigon24h.com/Lap-Camera-Nhin-Thay-Bien-So-Xe.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Nhin-Thay-Bien-So-Xe.html	(from https://camerasaigon24h.com/)
21:17:53	7270/7270	---M--	200	added ('OK')	image/webp	etag:%228929603ae78bdb1:0%22	https://camerasaigon24h.com/thumspindex/slide/camera-nhin-bien-so-xe-cuc-net.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/slide/camera-nhin-bien-so-xe-cuc-net.webp	(from https://camerasaigon24h.com/)
21:17:54	148937/148937	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:21%20GMT	https://camerasaigon24h.com/down-load-phan-mem.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/down-load-phan-mem.html	(from https://camerasaigon24h.com/)
21:17:54	5634/5634	---M--	200	added ('OK')	image/webp	etag:%22fe1cce5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/bo-camera-ip-gia-re-index-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/bo-camera-ip-gia-re-index-12-24.webp	(from https://camerasaigon24h.com/)
21:17:54	10444/10444	---M--	200	added ('OK')	image/webp	etag:%22cb59ee5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/camera-nha-xuong-gia-re--atp-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/camera-nha-xuong-gia-re--atp-12-24.webp	(from https://camerasaigon24h.com/)
21:17:55	6092/6092	---M--	200	added ('OK')	image/webp	etag:%22d77a84e5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/camera-ban-dem-co-mau-atp-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/camera-ban-dem-co-mau-atp-12-24.webp	(from https://camerasaigon24h.com/)
21:17:55	3258/3258	---M--	200	added ('OK')	image/webp	etag:%2229c8fbe5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/thiet-bi-mang-gia-re-index-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/thiet-bi-mang-gia-re-index-12-24.webp	(from https://camerasaigon24h.com/)
21:17:56	4306/4306	---M--	200	added ('OK')	image/webp	etag:%2295d9e3e5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/thiet-bi-bao-chay-chinh-hang-index-13-12.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/thiet-bi-bao-chay-chinh-hang-index-13-12.webp	(from https://camerasaigon24h.com/)
21:17:56	6488/6488	---M--	200	added ('OK')	image/webp	etag:%22402bb4e5334ddb1:0%22	https://camerasaigon24h.com/thumspindex/may-cham-cong-gia-re-index-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/may-cham-cong-gia-re-index-12-24.webp	(from https://camerasaigon24h.com/)
21:17:56	147700/147700	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:23%20GMT	https://camerasaigon24h.com/camera-gia-dinh.d	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/camera-gia-dinh.html	(from https://camerasaigon24h.com/)
21:17:57	147701/147701	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:23%20GMT	https://camerasaigon24h.com/Camera-Van-Phong.d	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Camera-Van-Phong.html	(from https://camerasaigon24h.com/)
21:17:57	147701/147701	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:25%20GMT	https://camerasaigon24h.com/camera-nha-xuong.d	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/camera-nha-xuong.html	(from https://camerasaigon24h.com/)
21:17:57	147700/147700	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:25%20GMT	https://camerasaigon24h.com/camera-cua-hang.d	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/camera-cua-hang.html	(from https://camerasaigon24h.com/)
21:17:58	147688/147688	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:25%20GMT	https://camerasaigon24h.com/camera-ip-giam-sat-truc-tiep.html	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/camera-ip-giam-sat-truc-tiep.html	(from https://camerasaigon24h.com/)
21:17:58	20004/20004	---M--	200	added ('OK')	image/webp	etag:%22577f8e9650db1:0%22	https://camerasaigon24h.com/images/lap-camera-wifi-gia-re-chinh-hang.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/images/lap-camera-wifi-gia-re-chinh-hang.webp	(from https://camerasaigon24h.com/)
21:17:58	14838/14838	---M--	200	added ('OK')	image/webp	etag:%228df9e068404cdb1:0%22	https://camerasaigon24h.com/thumspindex/lap-camera-wifi-gia-re-sale799k-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/lap-camera-wifi-gia-re-sale799k-12-24.webp	(from https://camerasaigon24h.com/)
21:17:59	148944/148944	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:26%20GMT	https://camerasaigon24h.com/Lap-Camera-Xem-Ma-Van-Don.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Xem-Ma-Van-Don.html	(from https://camerasaigon24h.com/)
21:17:59	14400/14400	---M--	200	added ('OK')	image/webp	etag:%22c41f769404cdb1:0%22	https://camerasaigon24h.com/thumspindex/lap-camera-xem-ma-van-don-sale-12-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/lap-camera-xem-ma-van-don-sale-12-24.webp	(from https://camerasaigon24h.com/)
21:17:59	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:27%20GMT	https://camerasaigon24h.com/ipc-a32ep-l-imou.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/ipc-a32ep-l-imou.1d1.delayed	(from https://camerasaigon24h.com/)
21:18:00	6918/6918	---M--	200	added ('OK')	image/webp	etag:%2216b45d63b4feda1:0%22	https://camerasaigon24h.com/thumspindex/camera-IPC-A32EP-L.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/camera-IPC-A32EP-L.webp	(from https://camerasaigon24h.com/)
21:18:00	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:28%20GMT	https://camerasaigon24h.com/imou-ipc-f32p.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/imou-ipc-f32p.1d3.delayed	(from https://camerasaigon24h.com/)
21:18:00	12060/12060	---M--	200	added ('OK')	image/webp	etag:%2265c0a9bf633ddb1:0%22	https://camerasaigon24h.com/thumspindex/IPC-F32P.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/IPC-F32P.webp	(from https://camerasaigon24h.com/)
21:18:01	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:28%20GMT	https://camerasaigon24h.com/ipc-s51fep-imou.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/ipc-s51fep-imou.1d5.delayed	(from https://camerasaigon24h.com/)
21:18:01	19402/19402	---M--	200	added ('OK')	image/webp	etag:%227aec829833dfdb1:0%22	https://camerasaigon24h.com/thumspindex/IPC-S51FEP.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/IPC-S51FEP.webp	(from https://camerasaigon24h.com/)
21:18:02	20954/20954	---M--	200	added ('OK')	image/webp	etag:%22f8b834abfc92db1:0%22	https://camerasaigon24h.com/thumspindex/IPC-S7UP-11M0WED.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/IPC-S7UP-11M0WED.webp	(from https://camerasaigon24h.com/)
21:18:02	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:29%20GMT	https://camerasaigon24h.com/cs-h6c-r105-1l3wf-ezviz-camera.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/cs-h6c-r105-1l3wf-ezviz-camera.1d8.delayed	(from https://camerasaigon24h.com/)
21:18:02	26718/26718	---M--	200	added ('OK')	image/webp	etag:%22aeb79c73adfdb1:0%22	https://camerasaigon24h.com/thumspindex/CS-H6c-R105-1L3WF.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/CS-H6c-R105-1L3WF.webp	(from https://camerasaigon24h.com/)
21:18:03	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:30%20GMT	https://camerasaigon24h.com/cs-h3c-r100-1k2wf-camera-ezviz.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/cs-h3c-r100-1k2wf-camera-ezviz.1da.delayed	(from https://camerasaigon24h.com/)
21:18:03	10612/10612	---M--	200	added ('OK')	image/webp	etag:%226bed41c623bdb1:0%22	https://camerasaigon24h.com/thumspindex/camera-CS-H3C-R100-1K2WF-3.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/camera-CS-H3C-R100-1K2WF-3.webp	(from https://camerasaigon24h.com/)
21:18:03	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:31%20GMT	https://camerasaigon24h.com/cs-h8c-r200-1k3wkfl-ezviz.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/cs-h8c-r200-1k3wkfl-ezviz.1dc.delayed	(from https://camerasaigon24h.com/)
21:18:04	9276/9276	---M--	200	added ('OK')	image/webp	etag:%22ac6d45a630db1:0%22	https://camerasaigon24h.com/thumspindex/CS-H8c-R200-1K3WKFL.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/CS-H8c-R200-1K3WKFL.webp	(from https://camerasaigon24h.com/)
21:18:04	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:31%20GMT	https://camerasaigon24h.com/cs-h80x-r100-8g82wkfl-ezviz.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/cs-h80x-r100-8g82wkfl-ezviz.1de.delayed	(from https://camerasaigon24h.com/)
21:18:04	31856/31856	---M--	200	added ('OK')	image/webp	etag:%2287698e73adfdb1:0%22	https://camerasaigon24h.com/thumspindex/CS-H80x-R100-8G82WKFL.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/CS-H80x-R100-8G82WKFL.webp	(from https://camerasaigon24h.com/)
21:18:04	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:32%20GMT	https://camerasaigon24h.com/dh-h3ae-camera-wifi-360-3mp.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/dh-h3ae-camera-wifi-360-3mp.1e0.delayed	(from https://camerasaigon24h.com/)
21:18:05	11892/11892	---M--	200	added ('OK')	image/webp	etag:%22e435bfbf633ddb1:0%22	https://camerasaigon24h.com/thumspindex/DH-H3AE.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/DH-H3AE.webp	(from https://camerasaigon24h.com/)
21:18:05	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:32%20GMT	https://camerasaigon24h.com/dh-ipc-hfw1339dtk1-sw-pv.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/dh-ipc-hfw1339dtk1-sw-pv.1e2.delayed	(from https://camerasaigon24h.com/)
21:18:05	33166/33166	---M--	200	added ('OK')	image/webp	etag:%2278c24d593cdfdb1:0%22	https://camerasaigon24h.com/thumspindex/DH-IPC-HFW1339DTK1-SW-PV.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/DH-IPC-HFW1339DTK1-SW-PV.webp	(from https://camerasaigon24h.com/)
21:18:06	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:33%20GMT	https://camerasaigon24h.com/dh-p5b-pv-camera-wifi-ngoai-troi-360-ai-5mp.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/dh-p5b-pv-camera-wifi-ngoai-troi-360-ai-5mp.1e4.delayed	(from https://camerasaigon24h.com/)
21:18:06	9914/9914	---M--	200	added ('OK')	image/webp	etag:%229c2d9268b4feda1:0%22	https://camerasaigon24h.com/thumspindex/DH-P5B-PV.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/DH-P5B-PV.webp	(from https://camerasaigon24h.com/)
21:18:06	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:33%20GMT	https://camerasaigon24h.com/dh-p5d-5f-pv-dahua.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/dh-p5d-5f-pv-dahua.1e6.delayed	(from https://camerasaigon24h.com/)
21:18:07	14208/14208	---M--	200	added ('OK')	image/webp	etag:%22d0ca6d893e41db1:0%22	https://camerasaigon24h.com/thumspindex/camera-DH-P5D-5F-PV-dahua-avt.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/camera-DH-P5D-5F-PV-dahua-avt.webp	(from https://camerasaigon24h.com/)
21:18:07	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:34%20GMT	https://camerasaigon24h.com/lap-camera-nha-xuong-gia-re-tron-bo-anh-sang-kep.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/lap-camera-nha-xuong-gia-re-tron-bo-anh-sang-kep.1e8.delayed	(from https://camerasaigon24h.com/)
21:18:07	13952/13952	---M--	200	added ('OK')	image/webp	etag:%22194f1440c93cdb1:0%22	https://camerasaigon24h.com/thumspindex/lap-camera-nha-xuong-gia-re-tron-bo-index-11-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/lap-camera-nha-xuong-gia-re-tron-bo-index-11-24.webp	(from https://camerasaigon24h.com/)
21:18:08	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:35%20GMT	https://camerasaigon24h.com/tron-bo-camera-gia-dinh-gia-re-full-color-ghi-am.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/tron-bo-camera-gia-dinh-gia-re-full-color-ghi-am.1ea.delayed	(from https://camerasaigon24h.com/)
21:18:08	14918/14918	---M--	200	added ('OK')	image/webp	etag:%2278c42940c93cdb1:0%22	https://camerasaigon24h.com/thumspindex/tron-bo-camera-gia-dinh-gia-re-index-11-24.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/tron-bo-camera-gia-dinh-gia-re-index-11-24.webp	(from https://camerasaigon24h.com/)
21:18:08	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:35%20GMT	https://camerasaigon24h.com/bo-4-camera-gia-dinh-gia-re.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-4-camera-gia-dinh-gia-re.1ec.delayed	(from https://camerasaigon24h.com/)
21:18:09	41166/41166	---M--	200	added ('OK')	image/webp	etag:%22116552e0a1dadb1:0%22	https://camerasaigon24h.com/thumspindex/BO-4-CAMERA-DH-HAC-HDW1200TQP-IL-T.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/BO-4-CAMERA-DH-HAC-HDW1200TQP-IL-T.webp	(from https://camerasaigon24h.com/)
21:18:09	2030/2030	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2010%20Aug%202025%2014:18:36%20GMT	https://camerasaigon24h.com/bo-4-camera-dam-thoai-2-chieu.htm	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-4-camera-dam-thoai-2-chieu.1ee.delayed	(from https://camerasaigon24h.com/)
21:18:09	41238/41238	---M--	200	added ('OK')	image/webp	etag:%22a9c754e0a1dadb1:0%22	https://camerasaigon24h.com/thumspindex/bo-4-camera-DH-HAC-HFW1200RLP-IL-T.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/thumspindex/bo-4-camera-DH-HAC-HFW1200RLP-IL-T.webp	(from https://camerasaigon24h.com/)
21:18:10	147710/147710	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:36%20GMT	https://camerasaigon24h.com/camera-ip-vantech.html	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/camera-ip-vantech.html	(from https://camerasaigon24h.com/)
21:18:10	147689/147689	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:37%20GMT	https://camerasaigon24h.com/dau-ghi-camera-ip.html	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/dau-ghi-camera-ip.html	(from https://camerasaigon24h.com/)
21:18:10	9156/9156	---M--	200	added ('OK')	image/webp	etag:%22ac7d0794cffda1:0%22	https://camerasaigon24h.com/images/cty-caemra-an-thanh-phat.webp	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/images/cty-caemra-an-thanh-phat.webp	(from https://camerasaigon24h.com/)
21:18:11	148945/148945	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:37%20GMT	https://camerasaigon24h.com/Lap-Camera-Kbvision-Gia-Re.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Kbvision-Gia-Re.html	(from https://camerasaigon24h.com/)
21:18:11	148946/148946	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:38%20GMT	https://camerasaigon24h.com/Lap-Camera-Hikvision-Gia-Re.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Hikvision-Gia-Re.html	(from https://camerasaigon24h.com/)
21:18:11	148942/148942	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:38%20GMT	https://camerasaigon24h.com/Lap-Camera-Dahua-Gia-Re.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Dahua-Gia-Re.html	(from https://camerasaigon24h.com/)
21:18:12	148941/148941	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:38%20GMT	https://camerasaigon24h.com/Lap-Camera-Imou-Gia-Re.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Lap-Camera-Imou-Gia-Re.html	(from https://camerasaigon24h.com/)
21:18:12	148938/148938	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:39%20GMT	https://camerasaigon24h.com/Camera-Ezviz-Gia-Re.vn	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/Camera-Ezviz-Gia-Re.html	(from https://camerasaigon24h.com/)
21:18:12	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:39%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?micro-loa	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ipbbda.html	(from https://camerasaigon24h.com/)
21:18:13	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:39%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?den-led	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ipb4b8.html	(from https://camerasaigon24h.com/)
21:18:13	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:40%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?mic	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip4eea.html	(from https://camerasaigon24h.com/)
21:18:14	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:40%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?360	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ipe7b2.html	(from https://camerasaigon24h.com/)
21:18:14	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:41%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?ip66	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip8bfa.html	(from https://camerasaigon24h.com/)
21:18:14	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:41%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?ip67	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip6981.html	(from https://camerasaigon24h.com/)
21:18:15	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:41%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?k10	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ipe258.html	(from https://camerasaigon24h.com/)
21:18:15	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:43%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?3d-dnr	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip285e.html	(from https://camerasaigon24h.com/)
21:18:15	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:43%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?blc	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ipa0d1.html	(from https://camerasaigon24h.com/)
21:18:16	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:43%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?wdr	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip5f32.html	(from https://camerasaigon24h.com/)
21:18:16	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:44%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?dwdr	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip42e0.html	(from https://camerasaigon24h.com/)
21:18:17	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:44%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?120db	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip5acb.html	(from https://camerasaigon24h.com/)
21:18:17	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:44%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?130db	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip8992.html	(from https://camerasaigon24h.com/)
21:18:17	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:45%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?140db	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip4c82.html	(from https://camerasaigon24h.com/)
21:18:18	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:45%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?150db	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip7b2b.html	(from https://camerasaigon24h.com/)
21:18:18	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:45%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?ai	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip4921.html	(from https://camerasaigon24h.com/)
21:18:18	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:46%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?ivs	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip8738.html	(from https://camerasaigon24h.com/)
21:18:19	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:46%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?bao-dong	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip5f5d.html	(from https://camerasaigon24h.com/)
21:18:19	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:46%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?phat-hien-nguoi	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip1ede.html	(from https://camerasaigon24h.com/)
21:18:19	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:47%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?phat-hien-phuong-tien	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip89e3.html	(from https://camerasaigon24h.com/)
21:18:20	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:47%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?khuon-mat	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip67c6.html	(from https://camerasaigon24h.com/)
21:18:20	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:47%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?coi-hu	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-ip7421.html	(from https://camerasaigon24h.com/)
21:18:21	147698/147698	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Aug%202025%2014:18:48%20GMT	https://camerasaigon24h.com/bo-camera-ip.html?chu-dong	C:/My%20Web%20Sites/cctv/camerasaigon24h.com/bo-camera-iped55.html	(from https://camerasaigon24h.com/)
